HH,AREA,GEN,Age at last birthday (Years),AGE,EMP,OCC,EDU,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
Open-Ended Response,Response,Response,Open-Ended Response,Response,Response,Response,Response,CC1,CC2,CC3,CC4,DCC1,DCC2,DCC3,DCC4,DCC5,DCC6,IDL1,IDL2,IDL3,IDL4,PS1,PS2,PS3,PS4,PS5,PS6,SFY1,SFY2
A063-01,1,1,49,3,1,4,3,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
A063-02,1,2,77,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-02,1,2,57,3,1,2,3,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
A063-02,1,1,61,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-03,1,1,55,3,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-03,1,2,50,3,1,2,3,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
A063-04,1,2,34,3,1,4,4,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
A063-04,1,1,33,3,1,1,4,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
A063-04,1,1,25,3,3,0,4,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
A063-04,1,1,26,3,1,2,4,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0
A063-04,1,2,56,3,1,2,3,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1
A063-06,1,2,15,2,5,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A063-06,1,2,43,3,1,4,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A063-06,1,1,43,3,1,2,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A063-07,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-07,1,1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-07,1,2,37,3,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
A063-07,1,2,56,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-07,1,1,60,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-08,1,2,48,3,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-08,1,2,78,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-08,1,1,43,3,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A063-09,1,2,71,3,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-10,1,2,14,1,5,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0
A063-10,1,2,18,2,1,5,3,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
A063-10,1,1,56,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-12,1,1,30,3,3,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-12,1,2,70,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A063-12,1,1,69,3,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A064-01,1,1,57,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A064-02,1,1,31,3,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-02,1,2,60,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A064-02,1,1,56,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A064-03,1,1,14,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-03,1,2,16,2,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-03,1,2,46,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A064-03,1,1,54,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A064-04,1,1,16,2,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-04,1,2,54,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-04,1,1,53,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-05,1,1,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-05,1,2,21,2,5,0,4,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
A064-05,1,2,50,3,1,3,4,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
A064-05,1,1,58,3,1,8,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
A064-06,1,2,71,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-06,1,1,67,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-07,1,2,12,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-07,1,2,12,1,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-07,1,2,39,3,1,2,4,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0
A064-07,1,1,39,3,1,2,4,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0
A064-08,1,1,25,3,1,7,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
A064-08,1,2,62,3,4,0,3,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
A064-09,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-09,1,1,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-09,1,2,48,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
A064-09,1,1,52,3,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A064-10,1,2,60,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-10,1,1,57,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-11,1,2,15,2,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-11,1,2,48,3,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-11,1,1,54,3,1,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A064-12,1,1,16,2,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-12,1,2,50,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A064-12,1,1,50,3,1,5,3,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A064-13,1,2,56,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A064-13,1,1,54,3,1,7,2,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A065-01,1,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-01,1,1,29,3,1,3,3,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
A065-01,1,2,30,3,1,3,4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
A065-01,1,1,33,3,1,2,4,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1
A065-02,1,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-02,1,1,11,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-02,1,2,36,3,1,4,3,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
A065-02,1,2,70,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-02,1,1,72,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-03,1,2,63,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-03,1,2,32,3,1,2,3,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
A065-03,1,1,65,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-04,1,1,35,3,2,4,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
A065-04,1,2,68,3,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-04,1,1,72,3,4,0,4,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
A065-05,1,2,54,3,1,4,3,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
A065-06,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-06,1,2,39,3,1,4,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
A065-06,1,1,38,3,1,4,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
A065-06,1,2,64,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-07,1,2,13,1,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-07,1,2,26,3,4,0,4,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
A065-07,1,2,57,3,4,0,4,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
A065-07,1,1,61,3,1,2,4,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
A065-08,1,2,25,3,5,0,4,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
A065-08,1,2,48,3,1,2,3,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
A065-08,1,1,45,3,1,5,3,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0
A065-09,1,2,13,1,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
A065-09,1,2,21,2,5,0,3,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
A065-09,1,2,47,3,1,2,4,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
A065-09,1,1,55,3,1,2,4,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
A065-11,1,2,72,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-11,1,1,68,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-12,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-12,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-12,1,2,35,3,1,3,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
A065-12,1,1,34,3,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
A065-13,1,2,71,3,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A065-13,1,1,81,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A066-01,1,1,28,3,1,7,2,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
A066-01,1,1,30,3,1,7,3,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
A066-02,1,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A066-02,1,2,31,3,4,0,4,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
A066-02,1,2,60,3,4,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A066-02,1,1,60,3,1,3,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
A066-03,1,2,72,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A066-03,1,1,68,3,4,0,3,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0
A066-03,1,2,65,3,4,0,3,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0
A066-04,1,1,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A066-04,1,2,35,3,4,0,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
A066-04,1,1,15,2,5,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A066-04,1,1,37,3,1,8,2,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1
A066-05,1,2,44,3,1,9,3,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
A066-05,1,2,27,3,4,0,3,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0
A066-05,1,2,33,3,1,3,4,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
A066-05,1,1,37,3,1,1,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
A066-05,1,2,40,3,1,2,4,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1
A066-05,1,2,89,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A066-05,1,2,65,3,4,0,4,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
A066-05,1,1,68,3,4,0,4,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
A066-06,1,1,28,3,1,2,4,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
A066-06,1,1,26,3,1,3,4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
A066-06,1,2,58,3,2,2,4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A066-06,1,1,55,3,1,1,3,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
A066-07,1,2,19,2,1,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1
A066-07,1,2,46,3,2,6,2,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
A066-08,1,2,29,3,1,3,4,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0
A066-08,1,1,49,3,1,4,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
A066-09,1,1,39,3,1,7,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1
A066-10,1,1,41,3,1,7,3,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1
A066-11,1,1,22,2,1,7,3,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
A066-11,1,1,29,3,1,2,4,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
A066-11,1,1,32,3,1,2,4,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
A066-11,1,2,61,3,4,0,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1
A066-11,1,1,64,3,4,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
A066-12,1,1,21,2,1,5,3,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
A066-12,1,1,17,2,5,0,3,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
A066-12,1,1,42,3,2,6,2,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1
A066-12,1,2,75,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A066-12,1,1,36,3,1,4,3,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1
A066-13,1,1,9,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
A066-13,1,2,45,3,1,1,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
A066-13,1,1,46,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
A067-01,1,2,18,2,5,0,3,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
A067-01,1,1,22,2,1,5,3,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
A067-01,1,1,26,3,2,1,3,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
A067-01,1,2,54,3,1,3,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
A067-01,1,1,61,3,4,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
A067-02,1,2,47,3,1,2,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1
A067-03,1,1,45,3,1,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-04,1,1,80,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-04,1,2,83,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-05,1,1,14,1,5,0,3,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0
A067-05,1,2,46,3,1,2,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
A067-05,1,1,40,3,4,0,3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-06,1,2,22,2,5,0,4,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
A067-06,1,2,24,2,1,2,4,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1
A067-06,1,1,26,3,1,3,3,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1
A067-06,1,1,27,3,1,5,3,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1
A067-06,1,2,28,3,1,2,4,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1
A067-06,1,1,29,3,1,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0
A067-06,1,2,54,3,1,2,4,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
A067-06,1,1,55,3,4,0,4,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
A067-07,1,2,43,3,1,9,4,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
A067-07,1,1,51,3,1,9,2,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0
A067-07,1,2,56,3,1,9,3,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1
A067-07,1,2,70,3,4,0,3,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0
A067-07,1,1,76,4,4,0,4,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1
A067-08,1,1,15,2,5,0,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1
A067-08,1,1,28,3,1,3,4,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1
A067-08,1,2,65,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-08,1,1,72,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-09,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-09,1,1,49,3,1,8,3,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
A067-09,1,2,57,3,1,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-09,1,2,40,3,1,9,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-09,1,1,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-09,1,1,33,3,1,8,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
A067-09,1,1,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-09,1,2,31,3,4,0,3,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1
A067-09,1,2,63,3,4,0,3,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-09,1,1,74,3,1,1,4,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1
A067-10,1,1,26,3,1,5,3,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
A067-10,1,1,30,3,1,5,4,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1
A067-10,1,1,34,3,1,5,3,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
A067-10,1,1,39,3,1,5,2,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
A067-10,1,1,33,3,1,3,2,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1
A067-10,1,2,45,3,1,9,3,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A067-10,1,1,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-10,1,1,46,3,1,3,3,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
A067-10,1,2,36,3,1,3,4,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0
A067-10,1,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-10,1,2,13,1,0,0,2,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
A067-10,1,1,55,3,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-10,1,2,41,3,1,3,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A067-10,1,1,39,3,1,3,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-11,1,1,23,2,1,2,4,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1
A067-11,1,2,50,3,4,0,3,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0
A067-12,1,2,63,3,1,2,3,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1
A067-12,1,1,70,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-12,1,2,65,3,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-13,1,2,28,3,4,0,3,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1
A067-13,1,2,26,3,1,2,4,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
A067-13,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A067-13,1,1,28,3,1,1,3,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1
A067-13,1,2,52,3,1,2,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1
A067-13,1,1,55,3,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A068-01,1,1,40,3,1,7,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A068-01,1,1,25,3,1,7,3,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
A068-02,1,2,27,3,1,5,3,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A068-02,1,2,26,3,1,5,3,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
